Week,Airports,Class,Passengers,Date
1988 W13,SYD-BNE,First,738,28-03-1988
1988 W14,SYD-BNE,First,1140,04-04-1988
1988 W15,SYD-BNE,First,1313,11-04-1988
1988 W16,SYD-BNE,First,1277,18-04-1988
1988 W17,SYD-BNE,First,1510,25-04-1988
1988 W18,SYD-BNE,First,1441,02-05-1988
1988 W19,SYD-BNE,First,1380,09-05-1988
1988 W20,SYD-BNE,First,1381,16-05-1988
1988 W21,SYD-BNE,First,1269,23-05-1988
1988 W22,SYD-BNE,First,1371,30-05-1988
1988 W23,SYD-BNE,First,1191,06-06-1988
1988 W24,SYD-BNE,First,1285,13-06-1988
1988 W25,SYD-BNE,First,1484,20-06-1988
1988 W26,SYD-BNE,First,1437,27-06-1988
1988 W27,SYD-BNE,First,1480,04-07-1988
1988 W28,SYD-BNE,First,1501,11-07-1988
1988 W29,SYD-BNE,First,1314,18-07-1988
1988 W30,SYD-BNE,First,1258,25-07-1988
1988 W31,SYD-BNE,First,1095,01-08-1988
1988 W32,SYD-BNE,First,1273,08-08-1988
1988 W33,SYD-BNE,First,1353,15-08-1988
1988 W34,SYD-BNE,First,1447,22-08-1988
1988 W35,SYD-BNE,First,1307,29-08-1988
1988 W36,SYD-BNE,First,1457,05-09-1988
1988 W37,SYD-BNE,First,1339,12-09-1988
1988 W38,SYD-BNE,First,1444,19-09-1988
1988 W39,SYD-BNE,First,1007,26-09-1988
1988 W40,SYD-BNE,First,1220,03-10-1988
1988 W41,SYD-BNE,First,1030,10-10-1988
1988 W42,SYD-BNE,First,1283,17-10-1988
1988 W43,SYD-BNE,First,1152,24-10-1988
1988 W44,SYD-BNE,First,1211,31-10-1988
1988 W45,SYD-BNE,First,1262,07-11-1988
1988 W46,SYD-BNE,First,1279,14-11-1988
1988 W47,SYD-BNE,First,1210,21-11-1988
1988 W48,SYD-BNE,First,1198,28-11-1988
1988 W49,SYD-BNE,First,1095,05-12-1988
1988 W50,SYD-BNE,First,869,12-12-1988
1988 W51,SYD-BNE,First,466,19-12-1988
1988 W52,SYD-BNE,First,550,26-12-1988
1989 W01,SYD-BNE,First,679,02-01-1989
1989 W02,SYD-BNE,First,872,09-01-1989
1989 W03,SYD-BNE,First,890,16-01-1989
1989 W04,SYD-BNE,First,914,23-01-1989
1989 W05,SYD-BNE,First,1254,30-01-1989
1989 W06,SYD-BNE,First,1248,06-02-1989
1989 W07,SYD-BNE,First,1156,13-02-1989
1989 W08,SYD-BNE,First,1154,20-02-1989
1989 W09,SYD-BNE,First,1172,27-02-1989
1989 W10,SYD-BNE,First,1327,06-03-1989
1989 W11,SYD-BNE,First,1025,13-03-1989
1989 W12,SYD-BNE,First,860,20-03-1989
1989 W13,SYD-BNE,First,1002,27-03-1989
1989 W14,SYD-BNE,First,1023,03-04-1989
1989 W15,SYD-BNE,First,1241,10-04-1989
1989 W16,SYD-BNE,First,993,17-04-1989
1989 W17,SYD-BNE,First,1151,24-04-1989
1989 W18,SYD-BNE,First,1098,01-05-1989
1989 W19,SYD-BNE,First,1141,08-05-1989
1989 W20,SYD-BNE,First,1077,15-05-1989
1989 W21,SYD-BNE,First,1000,22-05-1989
1989 W22,SYD-BNE,First,1205,29-05-1989
1989 W23,SYD-BNE,First,956,05-06-1989
1989 W24,SYD-BNE,First,1063,12-06-1989
1989 W25,SYD-BNE,First,1042,19-06-1989
1989 W26,SYD-BNE,First,949,26-06-1989
1989 W27,SYD-BNE,First,1048,03-07-1989
1989 W28,SYD-BNE,First,976,10-07-1989
1989 W29,SYD-BNE,First,941,17-07-1989
1989 W30,SYD-BNE,First,851,24-07-1989
1989 W31,SYD-BNE,First,1008,31-07-1989
1989 W32,SYD-BNE,First,798,07-08-1989
1989 W33,SYD-BNE,First,254,14-08-1989
1989 W34,SYD-BNE,First,0,21-08-1989
1989 W35,SYD-BNE,First,0,28-08-1989
1989 W36,SYD-BNE,First,0,04-09-1989
1989 W37,SYD-BNE,First,0,11-09-1989
1989 W38,SYD-BNE,First,0,18-09-1989
1989 W39,SYD-BNE,First,0,25-09-1989
1989 W40,SYD-BNE,First,0,02-10-1989
1989 W41,SYD-BNE,First,20,09-10-1989
1989 W42,SYD-BNE,First,5,16-10-1989
1989 W43,SYD-BNE,First,151,23-10-1989
1989 W44,SYD-BNE,First,246,30-10-1989
1989 W45,SYD-BNE,First,234,06-11-1989
1989 W46,SYD-BNE,First,244,13-11-1989
1989 W47,SYD-BNE,First,312,20-11-1989
1989 W48,SYD-BNE,First,267,27-11-1989
1989 W49,SYD-BNE,First,272,04-12-1989
1989 W50,SYD-BNE,First,414,11-12-1989
1989 W51,SYD-BNE,First,172,18-12-1989
1989 W52,SYD-BNE,First,259,25-12-1989
1990 W01,SYD-BNE,First,314,01-01-1990
1990 W02,SYD-BNE,First,428,08-01-1990
1990 W03,SYD-BNE,First,558,15-01-1990
1990 W04,SYD-BNE,First,498,22-01-1990
1990 W05,SYD-BNE,First,683,29-01-1990
1990 W06,SYD-BNE,First,678,05-02-1990
1990 W07,SYD-BNE,First,729,12-02-1990
1990 W08,SYD-BNE,First,673,19-02-1990
1990 W09,SYD-BNE,First,726,26-02-1990
1990 W10,SYD-BNE,First,637,05-03-1990
1990 W11,SYD-BNE,First,675,12-03-1990
1990 W12,SYD-BNE,First,651,19-03-1990
1990 W13,SYD-BNE,First,757,26-03-1990
1990 W14,SYD-BNE,First,598,02-04-1990
1990 W15,SYD-BNE,First,600,09-04-1990
1990 W16,SYD-BNE,First,644,16-04-1990
1990 W17,SYD-BNE,First,732,23-04-1990
1990 W18,SYD-BNE,First,671,30-04-1990
1990 W19,SYD-BNE,First,650,07-05-1990
1990 W20,SYD-BNE,First,644,14-05-1990
1990 W21,SYD-BNE,First,660,21-05-1990
1990 W22,SYD-BNE,First,647,28-05-1990
1990 W23,SYD-BNE,First,636,04-06-1990
1990 W24,SYD-BNE,First,716,11-06-1990
1990 W25,SYD-BNE,First,723,18-06-1990
1990 W26,SYD-BNE,First,672,25-06-1990
1990 W27,SYD-BNE,First,582,02-07-1990
1990 W28,SYD-BNE,First,656,09-07-1990
1990 W29,SYD-BNE,First,672,16-07-1990
1990 W30,SYD-BNE,First,586,23-07-1990
1990 W31,SYD-BNE,First,603,30-07-1990
1990 W32,SYD-BNE,First,628,06-08-1990
1990 W33,SYD-BNE,First,661,13-08-1990
1990 W34,SYD-BNE,First,651,20-08-1990
1990 W35,SYD-BNE,First,634,27-08-1990
1990 W36,SYD-BNE,First,584,03-09-1990
1990 W37,SYD-BNE,First,702,10-09-1990
1990 W38,SYD-BNE,First,580,17-09-1990
1990 W39,SYD-BNE,First,590,24-09-1990
1990 W40,SYD-BNE,First,755,01-10-1990
1990 W41,SYD-BNE,First,635,08-10-1990
1990 W42,SYD-BNE,First,757,15-10-1990
1990 W43,SYD-BNE,First,590,22-10-1990
1990 W44,SYD-BNE,First,551,29-10-1990
1990 W45,SYD-BNE,First,610,05-11-1990
1990 W46,SYD-BNE,First,684,12-11-1990
1990 W47,SYD-BNE,First,690,19-11-1990
1990 W48,SYD-BNE,First,530,26-11-1990
1990 W49,SYD-BNE,First,648,03-12-1990
1990 W50,SYD-BNE,First,505,10-12-1990
1990 W51,SYD-BNE,First,189,17-12-1990
1990 W52,SYD-BNE,First,201,24-12-1990
1991 W01,SYD-BNE,First,295,31-12-1991
1991 W02,SYD-BNE,First,409,07-01-1991
1991 W03,SYD-BNE,First,408,14-01-1991
1991 W04,SYD-BNE,First,317,21-01-1991
1991 W05,SYD-BNE,First,489,28-01-1991
1991 W06,SYD-BNE,First,428,04-02-1991
1991 W07,SYD-BNE,First,497,11-02-1991
1991 W08,SYD-BNE,First,453,18-02-1991
1991 W09,SYD-BNE,First,423,25-02-1991
1991 W10,SYD-BNE,First,461,04-03-1991
1991 W11,SYD-BNE,First,455,11-03-1991
1991 W12,SYD-BNE,First,400,18-03-1991
1991 W13,SYD-BNE,First,339,25-03-1991
1991 W14,SYD-BNE,First,422,01-04-1991
1991 W15,SYD-BNE,First,382,08-04-1991
1991 W16,SYD-BNE,First,401,15-04-1991
1991 W17,SYD-BNE,First,467,22-04-1991
1991 W18,SYD-BNE,First,397,29-04-1991
1991 W19,SYD-BNE,First,372,06-05-1991
1991 W20,SYD-BNE,First,444,13-05-1991
1991 W21,SYD-BNE,First,416,20-05-1991
1991 W22,SYD-BNE,First,379,27-05-1991
1991 W23,SYD-BNE,First,499,03-06-1991
1991 W24,SYD-BNE,First,465,10-06-1991
1991 W25,SYD-BNE,First,458,17-06-1991
1991 W26,SYD-BNE,First,468,24-06-1991
1991 W27,SYD-BNE,First,448,01-07-1991
1991 W28,SYD-BNE,First,422,08-07-1991
1991 W29,SYD-BNE,First,534,15-07-1991
1991 W30,SYD-BNE,First,362,22-07-1991
1991 W31,SYD-BNE,First,425,29-07-1991
1991 W32,SYD-BNE,First,343,05-08-1991
1991 W33,SYD-BNE,First,458,12-08-1991
1991 W34,SYD-BNE,First,462,19-08-1991
1991 W35,SYD-BNE,First,447,26-08-1991
1991 W36,SYD-BNE,First,343,02-09-1991
1991 W37,SYD-BNE,First,459,09-09-1991
1991 W38,SYD-BNE,First,546,16-09-1991
1991 W39,SYD-BNE,First,517,23-09-1991
1991 W40,SYD-BNE,First,464,30-09-1991
1991 W41,SYD-BNE,First,423,07-10-1991
1991 W42,SYD-BNE,First,402,14-10-1991
1991 W43,SYD-BNE,First,398,21-10-1991
1991 W44,SYD-BNE,First,376,28-10-1991
1991 W45,SYD-BNE,First,470,04-11-1991
1991 W46,SYD-BNE,First,458,11-11-1991
1991 W47,SYD-BNE,First,407,18-11-1991
1991 W48,SYD-BNE,First,356,25-11-1991
1991 W49,SYD-BNE,First,419,02-12-1991
1991 W50,SYD-BNE,First,407,09-12-1991
1991 W51,SYD-BNE,First,233,16-12-1991
1991 W52,SYD-BNE,First,263,23-12-1991
1992 W01,SYD-BNE,First,261,30-12-1992
1992 W02,SYD-BNE,First,261,06-01-1992
1992 W03,SYD-BNE,First,232,13-01-1992
1992 W04,SYD-BNE,First,326,20-01-1992
1992 W05,SYD-BNE,First,608,27-01-1992
1992 W06,SYD-BNE,First,920,03-02-1992
1992 W07,SYD-BNE,First,929,10-02-1992
1992 W08,SYD-BNE,First,859,17-02-1992
1992 W09,SYD-BNE,First,925,24-02-1992
1992 W10,SYD-BNE,First,899,02-03-1992
1992 W11,SYD-BNE,First,967,09-03-1992
1992 W12,SYD-BNE,First,1119,16-03-1992
1992 W13,SYD-BNE,First,929,23-03-1992
1992 W14,SYD-BNE,First,924,30-03-1992
1992 W15,SYD-BNE,First,886,06-04-1992
1992 W16,SYD-BNE,First,841,13-04-1992
1992 W17,SYD-BNE,First,906,20-04-1992
1992 W18,SYD-BNE,First,915,27-04-1992
1992 W19,SYD-BNE,First,894,04-05-1992
1992 W20,SYD-BNE,First,947,11-05-1992
1992 W21,SYD-BNE,First,820,18-05-1992
1992 W22,SYD-BNE,First,879,25-05-1992
1992 W23,SYD-BNE,First,724,01-06-1992
1992 W24,SYD-BNE,First,794,08-06-1992
1992 W25,SYD-BNE,First,709,15-06-1992
1992 W26,SYD-BNE,First,711,22-06-1992
1992 W27,SYD-BNE,First,685,29-06-1992
1992 W28,SYD-BNE,First,658,06-07-1992
1992 W29,SYD-BNE,First,615,13-07-1992
1992 W30,SYD-BNE,First,619,20-07-1992
1992 W31,SYD-BNE,First,608,27-07-1992
1992 W32,SYD-BNE,First,585,03-08-1992
1992 W33,SYD-BNE,First,672,10-08-1992
1992 W34,SYD-BNE,First,719,17-08-1992
1992 W35,SYD-BNE,First,710,24-08-1992
1992 W36,SYD-BNE,First,707,31-08-1992
1992 W37,SYD-BNE,First,762,07-09-1992
1992 W38,SYD-BNE,First,663,14-09-1992
1992 W39,SYD-BNE,First,715,21-09-1992
1992 W40,SYD-BNE,First,675,28-09-1992
1992 W41,SYD-BNE,First,667,05-10-1992
1992 W42,SYD-BNE,First,748,12-10-1992
1992 W43,SYD-BNE,First,736,19-10-1992
1992 W44,SYD-BNE,First,605,26-10-1992
1992 W45,SYD-BNE,First,719,02-11-1992
1992 W46,SYD-BNE,First,694,09-11-1992
1992 W47,SYD-BNE,First,773,16-11-1992
1989 W28,SYD-OOL,Business,136,10-07-1989
1989 W29,SYD-OOL,Business,166,17-07-1989
1989 W30,SYD-OOL,Business,150,24-07-1989
1989 W31,SYD-OOL,Business,220,31-07-1989
1989 W32,SYD-OOL,Business,197,07-08-1989
1989 W33,SYD-OOL,Business,95,14-08-1989
1989 W34,SYD-OOL,Business,0,21-08-1989
1989 W35,SYD-OOL,Business,0,28-08-1989
1989 W36,SYD-OOL,Business,0,04-09-1989
1989 W37,SYD-OOL,Business,0,11-09-1989
1989 W38,SYD-OOL,Business,0,18-09-1989
1989 W39,SYD-OOL,Business,0,25-09-1989
1989 W40,SYD-OOL,Business,0,02-10-1989
1989 W41,SYD-OOL,Business,0,09-10-1989
1989 W42,SYD-OOL,Business,0,16-10-1989
1989 W43,SYD-OOL,Business,19,23-10-1989
1989 W44,SYD-OOL,Business,0,30-10-1989
1989 W45,SYD-OOL,Business,5,06-11-1989
1989 W46,SYD-OOL,Business,10,13-11-1989
1989 W47,SYD-OOL,Business,10,20-11-1989
1989 W48,SYD-OOL,Business,27,27-11-1989
1989 W49,SYD-OOL,Business,39,04-12-1989
1989 W50,SYD-OOL,Business,42,11-12-1989
1989 W51,SYD-OOL,Business,73,18-12-1989
1989 W52,SYD-OOL,Business,38,25-12-1989
1990 W01,SYD-OOL,Business,18,01-01-1990
1990 W02,SYD-OOL,Business,94,08-01-1990
1990 W03,SYD-OOL,Business,118,15-01-1990
1990 W04,SYD-OOL,Business,101,22-01-1990
1990 W05,SYD-OOL,Business,158,29-01-1990
1990 W06,SYD-OOL,Business,158,05-02-1990
1990 W07,SYD-OOL,Business,165,12-02-1990
1990 W08,SYD-OOL,Business,163,19-02-1990
1990 W09,SYD-OOL,Business,156,26-02-1990
1990 W10,SYD-OOL,Business,127,05-03-1990
1990 W11,SYD-OOL,Business,141,12-03-1990
1990 W12,SYD-OOL,Business,123,19-03-1990
1990 W13,SYD-OOL,Business,113,26-03-1990
1990 W14,SYD-OOL,Business,201,02-04-1990
1990 W15,SYD-OOL,Business,228,09-04-1990
1990 W16,SYD-OOL,Business,151,16-04-1990
1990 W17,SYD-OOL,Business,258,23-04-1990
1990 W18,SYD-OOL,Business,205,30-04-1990
1990 W19,SYD-OOL,Business,175,07-05-1990
1990 W20,SYD-OOL,Business,149,14-05-1990
1990 W21,SYD-OOL,Business,105,21-05-1990
1990 W22,SYD-OOL,Business,212,28-05-1990
1990 W23,SYD-OOL,Business,155,04-06-1990
1990 W24,SYD-OOL,Business,146,11-06-1990
1990 W25,SYD-OOL,Business,88,18-06-1990
1990 W26,SYD-OOL,Business,134,25-06-1990
1990 W27,SYD-OOL,Business,221,02-07-1990
1990 W28,SYD-OOL,Business,180,09-07-1990
1990 W29,SYD-OOL,Business,146,16-07-1990
1990 W30,SYD-OOL,Business,159,23-07-1990
1990 W31,SYD-OOL,Business,115,30-07-1990
1990 W32,SYD-OOL,Business,183,06-08-1990
1990 W33,SYD-OOL,Business,137,13-08-1990
1990 W34,SYD-OOL,Business,211,20-08-1990
1990 W35,SYD-OOL,Business,206,27-08-1990
1990 W36,SYD-OOL,Business,161,03-09-1990
1990 W37,SYD-OOL,Business,172,10-09-1990
1990 W38,SYD-OOL,Business,188,17-09-1990
1990 W39,SYD-OOL,Business,240,24-09-1990
1990 W40,SYD-OOL,Business,239,01-10-1990
1990 W41,SYD-OOL,Business,214,08-10-1990
1990 W42,SYD-OOL,Business,182,15-10-1990
1990 W43,SYD-OOL,Business,157,22-10-1990
1990 W44,SYD-OOL,Business,248,29-10-1990
1990 W45,SYD-OOL,Business,184,05-11-1990
1990 W46,SYD-OOL,Business,183,12-11-1990
1990 W47,SYD-OOL,Business,194,19-11-1990
1990 W48,SYD-OOL,Business,117,26-11-1990
1990 W49,SYD-OOL,Business,191,03-12-1990
1990 W50,SYD-OOL,Business,135,10-12-1990
1990 W51,SYD-OOL,Business,126,17-12-1990
1990 W52,SYD-OOL,Business,222,24-12-1990
1991 W01,SYD-OOL,Business,159,31-12-1991
1991 W02,SYD-OOL,Business,181,07-01-1991
1991 W03,SYD-OOL,Business,146,14-01-1991
1991 W04,SYD-OOL,Business,98,21-01-1991
1991 W05,SYD-OOL,Business,103,28-01-1991
1991 W06,SYD-OOL,Business,123,04-02-1991
1991 W07,SYD-OOL,Business,125,11-02-1991
1991 W08,SYD-OOL,Business,110,18-02-1991
1991 W09,SYD-OOL,Business,106,25-02-1991
1991 W10,SYD-OOL,Business,161,04-03-1991
1991 W11,SYD-OOL,Business,197,11-03-1991
1991 W12,SYD-OOL,Business,201,18-03-1991
1991 W13,SYD-OOL,Business,134,25-03-1991
1991 W14,SYD-OOL,Business,170,01-04-1991
1991 W15,SYD-OOL,Business,135,08-04-1991
1991 W16,SYD-OOL,Business,157,15-04-1991
1991 W17,SYD-OOL,Business,210,22-04-1991
1991 W18,SYD-OOL,Business,122,29-04-1991
1991 W19,SYD-OOL,Business,144,06-05-1991
1991 W20,SYD-OOL,Business,140,13-05-1991
1991 W21,SYD-OOL,Business,119,20-05-1991
1991 W22,SYD-OOL,Business,163,27-05-1991
1991 W23,SYD-OOL,Business,135,03-06-1991
1991 W24,SYD-OOL,Business,144,10-06-1991
1991 W25,SYD-OOL,Business,92,17-06-1991
1991 W26,SYD-OOL,Business,101,24-06-1991
1991 W27,SYD-OOL,Business,93,01-07-1991
1991 W28,SYD-OOL,Business,164,08-07-1991
1991 W29,SYD-OOL,Business,142,15-07-1991
1991 W30,SYD-OOL,Business,115,22-07-1991
1991 W31,SYD-OOL,Business,111,29-07-1991
1991 W32,SYD-OOL,Business,129,05-08-1991
1991 W33,SYD-OOL,Business,96,12-08-1991
1991 W34,SYD-OOL,Business,74,19-08-1991
1991 W35,SYD-OOL,Business,123,26-08-1991
1991 W36,SYD-OOL,Business,100,02-09-1991
1991 W37,SYD-OOL,Business,75,09-09-1991
1991 W38,SYD-OOL,Business,122,16-09-1991
1991 W39,SYD-OOL,Business,144,23-09-1991
1991 W40,SYD-OOL,Business,126,30-09-1991
1991 W41,SYD-OOL,Business,156,07-10-1991
1991 W42,SYD-OOL,Business,107,14-10-1991
1991 W43,SYD-OOL,Business,138,21-10-1991
1991 W44,SYD-OOL,Business,120,28-10-1991
1991 W45,SYD-OOL,Business,164,04-11-1991
1991 W46,SYD-OOL,Business,134,11-11-1991
1991 W47,SYD-OOL,Business,112,18-11-1991
1991 W48,SYD-OOL,Business,97,25-11-1991
1991 W49,SYD-OOL,Business,100,02-12-1991
1991 W50,SYD-OOL,Business,104,09-12-1991
1991 W51,SYD-OOL,Business,59,16-12-1991
1991 W52,SYD-OOL,Business,155,23-12-1991
1992 W01,SYD-OOL,Business,85,30-12-1992
1992 W02,SYD-OOL,Business,93,06-01-1992
1992 W03,SYD-OOL,Business,86,13-01-1992
1992 W04,SYD-OOL,Business,83,20-01-1992
1992 W05,SYD-OOL,Business,82,27-01-1992
1992 W06,SYD-OOL,Business,97,03-02-1992
1992 W07,SYD-OOL,Business,89,10-02-1992
1992 W08,SYD-OOL,Business,136,17-02-1992
1992 W09,SYD-OOL,Business,105,24-02-1992
1992 W10,SYD-OOL,Business,84,02-03-1992
1992 W11,SYD-OOL,Business,253,09-03-1992
1992 W12,SYD-OOL,Business,655,16-03-1992
1992 W13,SYD-OOL,Business,399,23-03-1992
1992 W14,SYD-OOL,Business,555,30-03-1992
1992 W15,SYD-OOL,Business,636,06-04-1992
1992 W16,SYD-OOL,Business,630,13-04-1992
1992 W17,SYD-OOL,Business,527,20-04-1992
1992 W18,SYD-OOL,Business,386,27-04-1992
1992 W19,SYD-OOL,Business,622,04-05-1992
1992 W20,SYD-OOL,Business,487,11-05-1992
1992 W21,SYD-OOL,Business,437,18-05-1992
1992 W22,SYD-OOL,Business,419,25-05-1992
1992 W23,SYD-OOL,Business,463,01-06-1992
1992 W24,SYD-OOL,Business,295,08-06-1992
1992 W25,SYD-OOL,Business,240,15-06-1992
1992 W26,SYD-OOL,Business,255,22-06-1992
1992 W27,SYD-OOL,Business,355,29-06-1992
1992 W28,SYD-OOL,Business,343,06-07-1992
1992 W29,SYD-OOL,Business,270,13-07-1992
1992 W30,SYD-OOL,Business,233,20-07-1992
1992 W31,SYD-OOL,Business,186,27-07-1992
1992 W32,SYD-OOL,Business,255,03-08-1992
1992 W33,SYD-OOL,Business,266,10-08-1992
1992 W34,SYD-OOL,Business,280,17-08-1992
1992 W35,SYD-OOL,Business,231,24-08-1992
1992 W36,SYD-OOL,Business,200,31-08-1992
1992 W37,SYD-OOL,Business,293,07-09-1992
1992 W38,SYD-OOL,Business,235,14-09-1992
1992 W39,SYD-OOL,Business,318,21-09-1992
1992 W40,SYD-OOL,Business,359,28-09-1992
1992 W41,SYD-OOL,Business,269,05-10-1992
1992 W42,SYD-OOL,Business,167,12-10-1992
1992 W43,SYD-OOL,Business,251,19-10-1992
1992 W44,SYD-OOL,Business,234,26-10-1992
1992 W45,SYD-OOL,Business,259,02-11-1992
1992 W46,SYD-OOL,Business,339,09-11-1992
1992 W47,SYD-OOL,Business,309,16-11-1992
1987 W26,SYD-OOL,Economy,3013,22-06-1987
1987 W27,SYD-OOL,Economy,3431,29-06-1987
1987 W28,SYD-OOL,Economy,3606,06-07-1987
1987 W29,SYD-OOL,Economy,2740,13-07-1987
1987 W30,SYD-OOL,Economy,2491,20-07-1987
1987 W31,SYD-OOL,Economy,2725,27-07-1987
1987 W32,SYD-OOL,Economy,3205,03-08-1987
1987 W33,SYD-OOL,Economy,3417,10-08-1987
1987 W34,SYD-OOL,Economy,4042,17-08-1987
1987 W35,SYD-OOL,Economy,3287,24-08-1987
1987 W36,SYD-OOL,Economy,3680,31-08-1987
1987 W37,SYD-OOL,Economy,3912,07-09-1987
1987 W39,SYD-OOL,Economy,4858,21-09-1987
1987 W40,SYD-OOL,Economy,5451,28-09-1987
1987 W41,SYD-OOL,Economy,4290,05-10-1987
1987 W42,SYD-OOL,Economy,4184,12-10-1987
1987 W43,SYD-OOL,Economy,4039,19-10-1987
1987 W44,SYD-OOL,Economy,4036,26-10-1987
1987 W45,SYD-OOL,Economy,3885,02-11-1987
1987 W46,SYD-OOL,Economy,3747,09-11-1987
1987 W47,SYD-OOL,Economy,3386,16-11-1987
1987 W48,SYD-OOL,Economy,3649,23-11-1987
1987 W49,SYD-OOL,Economy,3452,30-11-1987
1987 W50,SYD-OOL,Economy,3508,07-12-1987
1987 W51,SYD-OOL,Economy,4595,14-12-1987
1987 W52,SYD-OOL,Economy,5754,21-12-1987
1987 W53,SYD-OOL,Economy,6345,28-12-1987
1988 W01,SYD-OOL,Economy,5739,04-01-1988
1988 W02,SYD-OOL,Economy,5095,11-01-1988
1988 W03,SYD-OOL,Economy,4631,18-01-1988
1988 W04,SYD-OOL,Economy,3967,25-01-1988
1988 W05,SYD-OOL,Economy,3692,01-02-1988
1988 W06,SYD-OOL,Economy,4381,08-02-1988
1988 W07,SYD-OOL,Economy,3936,15-02-1988
1988 W08,SYD-OOL,Economy,3531,22-02-1988
1988 W09,SYD-OOL,Economy,3500,29-02-1988
1988 W10,SYD-OOL,Economy,3553,07-03-1988
1988 W11,SYD-OOL,Economy,3661,14-03-1988
1988 W12,SYD-OOL,Economy,5242,21-03-1988
1988 W13,SYD-OOL,Economy,4884,28-03-1988
1988 W14,SYD-OOL,Economy,3526,04-04-1988
1988 W15,SYD-OOL,Economy,3346,11-04-1988
1988 W16,SYD-OOL,Economy,3323,18-04-1988
1988 W17,SYD-OOL,Economy,3789,25-04-1988
1988 W18,SYD-OOL,Economy,3651,02-05-1988
1988 W19,SYD-OOL,Economy,4036,09-05-1988
1988 W20,SYD-OOL,Economy,3750,16-05-1988
1988 W21,SYD-OOL,Economy,3732,23-05-1988
1988 W22,SYD-OOL,Economy,3896,30-05-1988
1988 W23,SYD-OOL,Economy,4397,06-06-1988
1988 W24,SYD-OOL,Economy,4363,13-06-1988
1988 W25,SYD-OOL,Economy,4764,20-06-1988
1988 W26,SYD-OOL,Economy,5610,27-06-1988
1988 W27,SYD-OOL,Economy,5172,04-07-1988
1988 W28,SYD-OOL,Economy,4679,11-07-1988
1988 W29,SYD-OOL,Economy,4344,18-07-1988
1988 W30,SYD-OOL,Economy,4347,25-07-1988
1988 W31,SYD-OOL,Economy,4875,01-08-1988
1988 W32,SYD-OOL,Economy,4720,08-08-1988
1988 W33,SYD-OOL,Economy,5060,15-08-1988
1988 W34,SYD-OOL,Economy,4673,22-08-1988
1988 W35,SYD-OOL,Economy,4740,29-08-1988
1988 W36,SYD-OOL,Economy,5335,05-09-1988
1988 W37,SYD-OOL,Economy,5848,12-09-1988
1988 W38,SYD-OOL,Economy,6496,19-09-1988
1988 W39,SYD-OOL,Economy,5356,26-09-1988
1988 W40,SYD-OOL,Economy,5380,03-10-1988
1988 W41,SYD-OOL,Economy,4798,10-10-1988
1988 W42,SYD-OOL,Economy,4647,17-10-1988
1988 W43,SYD-OOL,Economy,4280,24-10-1988
1988 W44,SYD-OOL,Economy,4471,31-10-1988
1988 W45,SYD-OOL,Economy,4269,07-11-1988
1988 W46,SYD-OOL,Economy,4266,14-11-1988
1988 W47,SYD-OOL,Economy,4176,21-11-1988
1988 W48,SYD-OOL,Economy,3963,28-11-1988
1988 W49,SYD-OOL,Economy,4193,05-12-1988
1988 W50,SYD-OOL,Economy,4101,12-12-1988
1988 W51,SYD-OOL,Economy,5803,19-12-1988
1988 W52,SYD-OOL,Economy,6220,26-12-1988
1989 W01,SYD-OOL,Economy,5248,02-01-1989
1989 W02,SYD-OOL,Economy,4711,09-01-1989
1989 W03,SYD-OOL,Economy,4345,16-01-1989
1989 W04,SYD-OOL,Economy,3621,23-01-1989
1989 W05,SYD-OOL,Economy,4537,30-01-1989
1989 W06,SYD-OOL,Economy,4351,06-02-1989
1989 W07,SYD-OOL,Economy,3806,13-02-1989
1989 W08,SYD-OOL,Economy,4036,20-02-1989
1989 W09,SYD-OOL,Economy,3571,27-02-1989
1989 W10,SYD-OOL,Economy,3706,06-03-1989
1989 W11,SYD-OOL,Economy,5322,13-03-1989
1989 W12,SYD-OOL,Economy,5160,20-03-1989
1989 W13,SYD-OOL,Economy,3917,27-03-1989
1989 W14,SYD-OOL,Economy,3343,03-04-1989
1989 W15,SYD-OOL,Economy,2551,10-04-1989
1989 W16,SYD-OOL,Economy,3512,17-04-1989
1989 W17,SYD-OOL,Economy,3691,24-04-1989
1989 W18,SYD-OOL,Economy,2821,01-05-1989
1989 W19,SYD-OOL,Economy,3116,08-05-1989
1989 W20,SYD-OOL,Economy,3057,15-05-1989
1989 W21,SYD-OOL,Economy,2594,22-05-1989
1989 W22,SYD-OOL,Economy,3110,29-05-1989
1989 W23,SYD-OOL,Economy,3631,05-06-1989
1989 W24,SYD-OOL,Economy,3501,12-06-1989
1989 W25,SYD-OOL,Economy,3172,19-06-1989
1989 W26,SYD-OOL,Economy,3921,26-06-1989
1989 W27,SYD-OOL,Economy,3379,03-07-1989
1989 W28,SYD-OOL,Economy,2909,10-07-1989
1989 W29,SYD-OOL,Economy,2855,17-07-1989
1989 W30,SYD-OOL,Economy,3085,24-07-1989
1989 W31,SYD-OOL,Economy,3175,31-07-1989
1989 W32,SYD-OOL,Economy,2773,07-08-1989
1989 W33,SYD-OOL,Economy,1353,14-08-1989
1989 W34,SYD-OOL,Economy,0,21-08-1989
1989 W35,SYD-OOL,Economy,0,28-08-1989
1989 W36,SYD-OOL,Economy,0,04-09-1989
1989 W37,SYD-OOL,Economy,0,11-09-1989
1989 W38,SYD-OOL,Economy,0,18-09-1989
